Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 1,410","1,204 reviews",Premium King Room with City View - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Hotel Indigo NYC Financial District, an IHG Hotel","Wall Street - Financial District, New York",7.2 km from center,8.8,Good,"₪ 1,187","1,256 reviews",Standard King Room,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"InterContinental New York Times Square, an IHG Hotel","Hell's Kitchen, New York",1.2 km from center,8.1,Good,"₪ 1,537",669 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Dream Midtown,"Manhattan, New York",400 m from center,7.5,Wonderful,"₪ 1,867","2,145 reviews",Petite Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel Hendricks,"Manhattan, New York",1.8 km from center,7.7,Very Good,"₪ 1,280",621 reviews,Executive Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Walker Hotel Greenwich Village,"Greenwich Village, New York",3.7 km from center,8.4,Very Good,"₪ 1,280","2,571 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The James New York - NoMad,"NoMad, New York",2.6 km from center,8.1,Very Good,"₪ 1,830",366 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hilton Garden Inn New York/Midtown Park Avenue,"Manhattan, New York",2.4 km from center,8.0,Good,"₪ 1,411","1,047 reviews",Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hampton Inn Manhattan Grand Central,"Midtown East, New York",2.1 km from center,7.6,Good,"₪ 1,610",304 reviews,Queen Room - Disability Access,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hampton Inn Times Square Central,"Manhattan, New York",1.5 km from center,8.2,Good,"₪ 1,390",730 reviews,"Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Time New York,"Manhattan, New York",0.8 km from center,7.5,Very Good,"₪ 1,463",942 reviews,"Guest Room, 1 King, Cozy King",1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
City Club Hotel,"Manhattan, New York",1.4 km from center,7.3,Good,"₪ 1,133",662 reviews,King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hampton Inn Manhattan/Downtown- Financial District,"Wall Street - Financial District, New York",7.7 km from center,7.6,Good,"₪ 1,266","2,917 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
LUMA Hotel - Times Square,"Manhattan, New York",1.5 km from center,9.0,Very Good,"₪ 1,493",696 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hyatt Centric Times Square New York,"Manhattan, New York",1.2 km from center,8.3,Good,"₪ 1,210","1,050 reviews",Standard Double Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Cambria Hotel New York - Chelsea,"Chelsea, New York",2.5 km from center,8.0,Good,"₪ 1,152",587 reviews,Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel Mulberry,"Chinatown, New York",6.1 km from center,8.4,Good,"₪ 1,485","5,538 reviews",Standard 1 Full,1 twin bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"Hell's Kitchen, New York",0.7 km from center,7.9,Very Good,"₪ 1,287","1,276 reviews",King Studio with Kitchenette,"Entire studio • 1 bathroom • 19m²
1 king bed",Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
11 Howard,"SoHo, New York",5.6 km from center,7.3,Very Good,"₪ 1,464","5,198 reviews",Standard Queen Room,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Courtyard New York Manhattan/Upper East Side,"Upper East Side, New York",3.3 km from center,7.8,Wonderful,"₪ 1,522",899 reviews,Queen Standard,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Roxy Hotel New York,"Tribeca, New York",5.8 km from center,8.4,Very Good,"₪ 1,292","3,161 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Dream Downtown,"Chelsea, New York",3.4 km from center,7.2,Very Good,"₪ 1,233",457 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Citadines Connect Fifth Avenue New York,"Manhattan, New York",1.4 km from center,7.7,Very Good,"₪ 1,170","1,667 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
AC Hotel by Marriott New York Times Square,"Manhattan, New York",1.6 km from center,8.3,Good,"₪ 1,357",302 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Sixty LES,"Lower East Side, New York",5.2 km from center,7.2,Very Good,"₪ 1,133","1,031 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 1,222","4,555 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Very Good,"₪ 1,390","1,343 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 1,647",888 reviews,Deluxe Queen Room,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Excellent,"₪ 1,119",970 reviews,King Room - Hearing Accessible/Non-Smoking,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Very Good,"₪ 1,251","3,455 reviews",Single Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hilton Garden Inn New York/Manhattan-Chelsea,"Chelsea, New York",2.5 km from center,8.1,Excellent,"₪ 1,742",538 reviews,Newly Renovated Standard Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Kitano Hotel New York,"Murray Hill, New York",2.1 km from center,8.5,Very Good,"₪ 1,306","1,051 reviews",Accessible Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Park Lane New York,"Manhattan, New York",0.6 km from center,8.4,Review score,"₪ 1,218",735 reviews,Room Selected at Check-In,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel 48LEX New York,"Midtown East, New York",1.6 km from center,7.1,Very Good,"₪ 2,197","8,724 reviews",Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 1,119","1,387 reviews",Petite Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 1,720","1,250 reviews",1 Queen Bed,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Knickerbocker,"Manhattan, New York",1.4 km from center,8.4,Good,"₪ 1,111",482 reviews,Standard King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"EVEN Midtown East - Grand Central, an IHG Hotel","Midtown East, New York",2 km from center,8.3,Wonderful,"₪ 1,302",408 reviews,Walker Cozy King,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Pearl Hotel,"Manhattan, New York",0.8 km from center,8.6,Very Good,"₪ 1,573",821 reviews,King Room - Disability Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hampton Inn Manhattan-35th St Empire State Bldg,"Manhattan, New York",2 km from center,8.3,Excellent,"₪ 1,427","1,444 reviews",King Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Peninsula New York,"Manhattan, New York",0.9 km from center,8.7,Good,"₪ 1,746",107 reviews,Superior Queen Room,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Renaissance New York Midtown Hotel,"Manhattan, New York",2 km from center,8.5,Very Good,"₪ 1,320",580 reviews,Queen Room - Disability Access Tub,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Holiday Inn Express Manhattan Midtown West, an IHG Hotel","Hell's Kitchen, New York",1.1 km from center,6.6,Good,"₪ 1,207","2,184 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 1,029","12,866 reviews",Queen Studio,"Entire studio • 1 bathroom • 29m²
1 queen bed",FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Pestana CR7 Times Square,"Hell's Kitchen, New York",1.6 km from center,8.1,Very Good,"₪ 1,940",330 reviews,Park Lane King,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Shoreham Hotel,"Manhattan, New York",0.8 km from center,7.3,Very Good,"₪ 1,192",676 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel Hugo,"SoHo, New York",5.2 km from center,7.3,Good,"₪ 1,463","2,510 reviews",Standard Room,1 full bed,Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Hotel Chelsea,"Chelsea, New York",2.9 km from center,9.3,Excellent,"₪ 1,412",533 reviews,Superior King Room,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Pestana Park Avenue,"Murray Hill, New York",1.9 km from center,8.5,Very Good,"₪ 1,463","5,630 reviews",Queen Studio,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Very Good,"₪ 1,830",972 reviews,1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.9,Good,"₪ 1,251","1,326 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Cloud One New York-Downtown,"Wall Street - Financial District, New York",7 km from center,8.2,Good,"₪ 1,925","3,629 reviews",Queen Room (The Grove),1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hilton Garden Inn Times Square,"Manhattan, New York",0.9 km from center,7.5,Good,"₪ 1,830","15,115 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Pod Times Square,"Hell's Kitchen, New York",1.4 km from center,8.1,Very Good,"₪ 1,224","2,934 reviews",King Room Higher Floor,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 2,090",870 reviews,Deluxe Room with One King Bed,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Times Square EDITION New York,"Manhattan, New York",1 km from center,8.5,Good,"₪ 1,152","11,099 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Blakely by LuxUrban,"Manhattan, New York",0.5 km from center,7.8,Very Good,"₪ 1,390",898 reviews,Standard King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Very Good,"₪ 1,830",742 reviews,"Accessible, Guest room, 1 Queen",1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Wonderful,"₪ 3,282",73 reviews,Superior King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Excellent,"₪ 1,449","2,751 reviews",King Room,1 king bed,Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Ink 48 Hotel,"Hell's Kitchen, New York",1.2 km from center,7.9,Very Good,"₪ 1,683","2,492 reviews",King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Millennium Downtown New York,"Wall Street - Financial District, New York",6.8 km from center,7.3,Very Good,"₪ 1,647","1,227 reviews",Classic King Room with Roll-In Shower - Mobility Access,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 1,086","3,281 reviews",Deluxe King Room,1 king bed,Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,"Wall Street - Financial District, New York",7.7 km from center,8.5,Very Good,"₪ 1,020",733 reviews,Double Room,1 full bed,Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Moore,"Chelsea, New York",3 km from center,8.5,Very Good,"₪ 1,416","1,667 reviews",Premier King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 1,463","5,914 reviews",King Room - Disability Access/Hearing Accessible,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Good,"₪ 1,647","1,056 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
The Fifty Sonesta Select New York,"Midtown East, New York",1.6 km from center,8.0,Very Good,"₪ 1,540","1,683 reviews",Superior King Room,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Very Good,"₪ 1,170","2,415 reviews","Deluxe King Room, Upper Floor",1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Very Good,"₪ 1,390","1,738 reviews",Standard Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Executive Hotel Le Soleil New York,"Manhattan, New York",2 km from center,8.2,Good,"₪ 1,555","4,421 reviews","1 King, Empire State View, High Floor",1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 1,376","2,571 reviews",Petite Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Holiday Inn Express - Times Square South, an IHG Hotel","Manhattan, New York",2 km from center,7.7,Good,"₪ 1,280","2,610 reviews",Queen Room - Non-Smoking,1 queen bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Excellent,"₪ 2,090",280 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Park Lane New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 1,386","5,995 reviews",Classic Room,1 queen bed,Prepayment,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Excellent,"₪ 1,280","2,183 reviews",Standard Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 2,062",523 reviews,King Room with View,1 king bed,FREE cancellation • No prepayment needed,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
Moxy NYC East Village,"East Village, New York",4.1 km from center,8.2,Excellent,"₪ 1,500",735 reviews,Standard King Room,1 king bed,Free cancellation,2023-04-07-2023-04-08,2023-03-19,1 night,19.0
