Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
Hilton New York Fashion District,8.0,Very good,"€1,430","(1,003 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€1,499","(1,000 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Sonder at One Platt,8.0,Very good,"€1,547",(171 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Omni Berkshire Place,9.0,Wonderful,"€2,597","(1,003 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Four Points By Sheraton New York Downtown,7.4,Good,"€1,156","(1,013 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
The Lucerne Hotel,9.0,Wonderful,"€1,802","(1,007 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€1,309","(1,002 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
The Shoreham Hotel,7.8,Good,"€1,491","(1,006 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€1,475","(1,038 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€3,845","(1,000 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€1,432","(1,005 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Element New York Times Square West,7.8,Good,"€1,538","(1,005 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
The Wallace,9.6,Exceptional,"€1,890",(449 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
HGU New York,8.0,Very good,"€1,718","(1,000 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Hilton Club The Quin New York,8.6,Excellent,"€2,278","(1,004 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
citizenM New York Times Square,9.0,Wonderful,"€2,032","(1,237 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Artezen Hotel,9.4,Exceptional,"€1,437","(1,365 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€1,681","(1,001 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€1,659","(1,785 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
The Shelburne Sonesta New York,8.2,Very good,"€1,621","(1,007 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Park Lane New York,8.6,Excellent,"€2,243",(326 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Refinery Hotel,8.8,Excellent,"€2,497","(1,002 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Courtyard by Marriott New York Manhattan/Upper East Side,8.0,Very good,"€1,574","(1,068 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Hilton Club The Central at 5th New York,9.2,Wonderful,"€1,779",(115 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Concorde Hotel New York,9.0,Wonderful,"€1,912",(987 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
The Westin New York Grand Central,8.6,Excellent,"€1,895","(1,229 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Soho Grand Hotel,8.8,Excellent,"€2,077","(1,000 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
W New York - Times Square,8.4,Very good,"€2,013","(1,001 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Moxy NYC Lower East Side,9.0,Wonderful,"€1,674",(99 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
"Marriott Vacation Club Pulse, New York City",8.8,Excellent,"€1,676",(994 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
The Michelangelo Hotel,8.8,Excellent,"€2,013","(1,002 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€1,905","(1,301 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€2,000","(1,007 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,920 reviews)","€1,153",Uknown,2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Sheraton LaGuardia East Hotel,7.8,Good,"€1,090",(685 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Made Hotel,9.2,Wonderful,"€2,048",(202 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Hyatt Centric Times Square New York,9.0,Wonderful,"€2,378","(1,001 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€2,080",(999 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€2,007","(1,375 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
CIVILIAN Hotel,9.2,Wonderful,"€1,654",(804 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
W New York - Union Square,8.6,Excellent,"€2,015",(963 reviews),2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
Iberostar 70 Park Avenue,8.8,Excellent,"€1,676","(1,001 reviews)",2023-04-11-2023-04-16,2023-03-25,5 nights,17.0
New York Hilton Midtown,8.0,Very good,"€393
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,920 reviews)","€210
€",Uknown,2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hampton Inn NY-JFK,7.8,Good,"€204
€","(1,266 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Lombardy Hotel,8.8,Excellent,"€345
€","(1,001 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hilton New York JFK Airport,7.4,Good,"€208
€","(1,044 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Four Points By Sheraton New York Downtown,7.4,Good,"€220
€","(1,013 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Shoreham Hotel,7.8,Good,"€281
€","(1,006 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Artezen Hotel,9.4,Exceptional,"€276
€","(1,365 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Radio Hotel,8.8,Excellent,"€203
€",(388 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€247
€","(1,117 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Pod Times Square,8.6,Excellent,"€258
€","(2,806 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Ameritania Hotel at Times Square,8.4,Very good,"€315
€","(1,255 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€546
€","(1,482 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Comfort Inn JFK Airport,8.0,Very good,"€166
€","(1,594 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Off Soho Suites Hotel,7.6,Good,"€163
€",(988 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Arlo Midtown,9.2,Wonderful,"€412
€","(3,238 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€298
€","(1,165 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
New York Hilton Midtown,8.0,Very good,"€393
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hotel Scherman,9.2,Wonderful,"€273
€",(381 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€673
€","(1,000 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€278
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
World Center Hotel,8.6,Excellent,"€247
€","(1,322 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€242
€","(1,005 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
citizenM New York Bowery,9.2,Wonderful,"€322
€","(1,266 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€300
€","(1,000 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The One Boutique Hotel,6.8,(603 reviews),"€92
€9",Uknown,2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Soho Grand Hotel,8.8,Excellent,"€427
€","(1,000 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Washington Square Hotel,9.0,Wonderful,"€331
€","(1,001 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Latisha luxury place,Uknown,Uknown,"€146
€",Uknown,2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Moxy Brooklyn Willamsburg,9.0,Wonderful,"€329
€",(6 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Omni Berkshire Place,9.0,Wonderful,"€533
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Fairfield Inn New York Manhattan/Financial District,8.0,Very good,"€220
€","(1,001 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Pendry Manhattan West,9.6,Exceptional,"€660
€",(110 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Archer Hotel New York,9.0,Wonderful,"€396
€","(1,004 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hampton Inn NY-JFK,7.8,Good,"€204
€","(1,266 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Radio Hotel,8.8,Excellent,"€203
€",(388 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€357
€","(2,179 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€679
€",(448 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hyatt Place New York City/Times Square,7.8,Good,"€343
€","(1,166 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Four Points by Sheraton Flushing,8.6,Excellent,"€161
€",(633 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Truss Hotel Times Square,8.0,Very good,"€311
€",(571 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hotel Boutique at Grand Central,8.4,Very good,"€298
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Lucerne Hotel,9.0,Wonderful,"€343
€","(1,007 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hotel Beacon,9.2,Wonderful,"€456
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Kitano Hotel New York,9.0,Wonderful,"€414
€","(1,006 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€326
€","(1,785 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Empire Hotel,7.4,Good,"€321
€","(1,323 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€386
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Sheraton LaGuardia East Hotel,7.8,Good,"€211
€",(685 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The St. Regis New York,9.2,Wonderful,"€1,101",(150 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€238
€","(1,189 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Park Terrace Hotel,9.2,Wonderful,"€443
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€228
€",(412 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Cloud One New York-Downtown,8.4,Very good,"€258
€",(98 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Kixby,8.8,Excellent,"€373
€","(1,001 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Broadway Plaza Hotel,8.8,Excellent,"€330
€","(1,153 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Fitzpatrick Grand Central,9.0,Wonderful,"€310
€","(1,000 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Moxy NYC Times Square,8.4,Very good,"€425
€","(1,127 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hilton Garden Inn Long Island City New York,8.6,Excellent,"€371
€",(999 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Maritime Hotel,9.4,Exceptional,"€428
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Moxy NYC Times Square,8.4,Very good,"€425
€","(1,127 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hotel Mulberry,9.0,Wonderful,"€269
€","(1,001 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€376
€","(1,019 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Park Central Hotel New York,8.0,Very good,"€417
€","(1,857 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Flat NYC,Uknown,Uknown,"€256
€",Uknown,2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Refinery Hotel,8.8,Excellent,"€467
€","(1,002 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€342
€","(2,587 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Ludlow Hotel,9.4,Exceptional,"€429
€",(918 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Arlo SoHo,8.2,Very good,"€359
€","(1,325 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"The Beekman, A Thompson Hotel",9.2,Wonderful,"€454
€",(847 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Equinox Hotel New York,9.0,Wonderful,"€905
€",(312 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"The Bernic Hotel New York City, Tapestry Collection by Hilton",8.8,Excellent,"€365
€",(999 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hyatt Centric Wall Street New York,8.8,Excellent,"€334
€",(999 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hotel 32 32,8.0,Very good,"€288
€","(1,298 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€359
€","(1,038 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€407
€",(999 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Element New York Times Square West,7.8,Good,"€309
€","(1,005 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€330
€","(1,338 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,920 reviews)","€210
€",Uknown,2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Americana Inn,6.6,"(1,002 reviews)","€161
€",Uknown,2023-04-12-2023-04-13,2023-03-25,1 night,18.0
TBA Times Square,7.4,Good,"€237
€",(209 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Shelburne Sonesta New York,8.2,Very good,"€343
€","(1,007 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Martinique New York on Broadway, Curio Collection by Hilton",8.6,Excellent,"€357
€","(1,007 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Dominick,9.0,Wonderful,"€611
€",(999 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Warwick New York,8.0,Very good,"€394
€","(1,216 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Carnegie Hotel,9.2,Wonderful,"€413
€","(1,002 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€333
€","(1,005 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",9.2,Wonderful,"€384
€","(1,258 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Ink 48 Hotel,8.2,Very good,"€444
€","(1,003 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
TownePlace Suites by Marriott New York Manhattan/Chelsea,8.2,Very good,"€357
€",(111 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Pod 39,8.4,Very good,"€290
€","(1,005 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
"Marriott Vacation Club Pulse, New York City",8.8,Excellent,"€338
€",(994 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Wallace,9.6,Exceptional,"€446
€",(449 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Wall Street Hotel,9.6,Exceptional,"€422
€",(87 reviews),2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€271
€","(1,002 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
The Marlton Hotel,9.0,Wonderful,"€466
€","(1,001 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
Hotel On Rivington,8.2,Very good,"€320
€","(1,000 reviews)",2023-04-12-2023-04-13,2023-03-25,1 night,18.0
New York Hilton Midtown,8.0,Very good,"€731
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hilton New York Times Square,8.2,Very good,"€757
€","(1,011 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€809
€","(1,007 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Arlo Midtown,9.2,Wonderful,"€803
€","(3,238 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Pendry Manhattan West,9.6,Exceptional,"€1,163",(110 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
New York Hilton Midtown,8.0,Very good,"€731
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Ameritania Hotel at Times Square,8.4,Very good,"€648
€","(1,255 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Lombardy Hotel,8.8,Excellent,"€772
€","(1,001 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Moxy NYC Chelsea,8.6,Excellent,"€820
€",(988 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€1,102","(1,482 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hyatt Place New York City/Times Square,7.8,Good,"€642
€","(1,166 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Four Points By Sheraton New York Downtown,7.4,Good,"€431
€","(1,013 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€1,182",(448 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€686
€","(1,019 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Shoreham Hotel,7.8,Good,"€553
€","(1,006 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Moxy NYC Times Square,8.4,Very good,"€739
€","(1,127 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€659
€","(2,179 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€521
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€512
€","(1,002 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Park Central Hotel New York,8.0,Very good,"€901
€","(1,857 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Pod Times Square,8.6,Excellent,"€538
€","(2,806 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€753
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€637
€","(1,006 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Archer Hotel New York,9.0,Wonderful,"€792
€","(1,004 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Kixby,8.8,Excellent,"€723
€","(1,001 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€609
€","(1,001 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Lucerne Hotel,9.0,Wonderful,"€686
€","(1,007 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
citizenM New York Bowery,9.2,Wonderful,"€644
€","(1,266 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Latisha luxury place,Uknown,Uknown,"€245
€",Uknown,2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Omni Berkshire Place,9.0,Wonderful,"€939
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The New York EDITION,9.0,Wonderful,"€1,296",(374 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Radio Hotel,8.8,Excellent,"€414
€",(388 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Soho Grand Hotel,8.8,Excellent,"€855
€","(1,000 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Artezen Hotel,9.4,Exceptional,"€591
€","(1,365 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Westin New York Grand Central,8.6,Excellent,"€798
€","(1,229 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€516
€","(1,117 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€602
€","(1,165 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€599
€","(1,000 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Park Terrace Hotel,9.2,Wonderful,"€885
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hyatt Grand Central New York,7.8,Good,"€815
€","(1,789 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€1,506","(1,000 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Empire Hotel,7.4,Good,"€633
€","(1,323 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Cloud One New York-Downtown,8.4,Very good,"€516
€",(98 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The New York EDITION,9.0,Wonderful,"€1,296",(374 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€436
€",(412 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Truss Hotel Times Square,8.0,Very good,"€621
€",(571 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Omni Berkshire Place,9.0,Wonderful,"€939
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hotel Beacon,9.2,Wonderful,"€938
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Moxy NYC Times Square,8.4,Very good,"€739
€","(1,127 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Radio Hotel,8.8,Excellent,"€414
€",(388 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€630
€","(1,785 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Element New York Times Square West,7.8,Good,"€590
€","(1,005 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€552
€","(1,005 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€466
€","(1,189 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Ludlow Hotel,9.4,Exceptional,"€911
€",(918 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Kitano Hotel New York,9.0,Wonderful,"€796
€","(1,006 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hyatt Centric Times Square New York,9.0,Wonderful,"€951
€","(1,001 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Moxy Brooklyn Willamsburg,9.0,Wonderful,"€669
€",(6 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,920 reviews)","€440
€",Uknown,2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€679
€",(452 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Hotel Boutique at Grand Central,8.4,Very good,"€602
€","(1,003 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€785
€",(999 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
World Center Hotel,8.6,Excellent,"€538
€","(1,322 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Off Soho Suites Hotel,7.6,Good,"€369
€",(988 reviews),2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
Refinery Hotel,8.8,Excellent,"€977
€","(1,002 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
The Shelburne Sonesta New York,8.2,Very good,"€711
€","(1,007 reviews)",2023-04-12-2023-04-14,2023-03-25,2 nights,18.0
