Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",7.8,Good,"€168
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€179
€","(1,237 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
33 Seaport Hotel New York,8.8,Excellent,"€306
€",(303 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€263
€","(1,482 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Broadway Plaza Hotel,8.8,Excellent,"€118
€","(1,153 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Four Points By Sheraton New York Downtown,7.4,Good,"€125
€","(1,013 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€147
€","(1,785 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€130
€","(1,005 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hotel 32 32,8.0,Very good,"€175
€","(1,298 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€169
€","(2,179 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Shoreham Hotel,7.8,Good,"€138
€","(1,006 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€153
€","(1,117 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€167
€","(1,165 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",9.2,Wonderful,"€166
€","(1,258 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Four Points by Sheraton Manhattan SoHo Village,8.2,Very good,"€119
€","(1,002 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Pod Times Square,8.6,Excellent,"€141
€","(2,806 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Maritime Hotel,9.4,Exceptional,"€194
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€119
€","(1,002 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€119
€",(412 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hotel Boutique at Grand Central,8.4,Very good,"€157
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hyatt Place New York City/Times Square,7.8,Good,"€162
€","(1,166 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€146
€","(1,338 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€154
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Element New York Times Square West,7.8,Good,"€162
€","(1,005 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,8.4,Very good,"€130
€",(998 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€152
€","(1,002 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€153
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€181
€","(1,038 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Latisha luxury place,Uknown,Uknown,"€167
€",Uknown,2023-03-26-2023-03-27,2023-03-25,1 night,1.0
New York Hilton Midtown,8.0,Very good,"€247
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Westin New York at Times Square,8.6,Excellent,"€322
€","(2,191 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
World Center Hotel,8.6,Excellent,"€153
€","(1,322 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Truss Hotel Times Square,8.0,Very good,"€184
€",(571 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"The Bernic Hotel New York City, Tapestry Collection by Hilton",8.8,Excellent,"€162
€",(999 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€194
€","(1,019 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Arlo Midtown,9.2,Wonderful,"€210
€","(3,238 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€134
€","(1,005 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Archer Hotel New York,9.0,Wonderful,"€223
€","(1,004 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Park Terrace Hotel,9.2,Wonderful,"€233
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Gallivant Times Square,6.6,"(1,855 reviews)","€114
€",Uknown,2023-03-26-2023-03-27,2023-03-25,1 night,1.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€152
€","(1,002 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€172
€","(2,587 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York Times Square South,8.6,Excellent,"€162
€","(1,004 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Walker Hotel Tribeca,8.6,Excellent,"€169
€",(379 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Moxy NYC Times Square,8.4,Very good,"€222
€","(1,126 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Artezen Hotel,9.4,Exceptional,"€180
€","(1,365 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
citizenM New York Bowery,9.2,Wonderful,"€210
€","(1,266 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€185
€","(1,375 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Holiday Inn Express Maspeth, an IHG Hotel",8.2,Very good,"€180
€",(997 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Holiday Inn Express NYC Brooklyn - Sunset Park, an IHG Hotel",7.4,Good,"€153
€",(72 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€183
€","(1,007 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Belvedere Hotel,8.6,Excellent,"€164
€","(2,287 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Executive Hotel Le Soleil New York,8.6,Excellent,"€187
€","(1,799 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Radio Hotel,8.8,Excellent,"€133
€",(388 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€173
€","(1,001 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Soho Grand Hotel,8.8,Excellent,"€260
€","(1,000 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Millennium Downtown New York,7.4,Good,"€174
€","(2,558 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,920 reviews)","€207
€",Uknown,2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Sheraton LaGuardia East Hotel,7.8,Good,"€205
€",(685 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Four Points By Sheraton Manhattan Midtown West,8.6,Excellent,"€169
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€179
€","(1,237 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hotel St. James,8.4,Very good,"€184
€","(1,764 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,Very good,"€160
€","(1,004 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€194
€",(999 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Four Points by Sheraton Manhattan - Chelsea,7.6,Good,"€137
€","(1,005 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Marlton Hotel,9.0,Wonderful,"€215
€","(1,001 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Radio City Apartments,8.6,Excellent,"€130
€","(2,908 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Four Points by Sheraton Midtown-Times Square,8.4,Very good,"€173
€","(1,004 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn Times Square,8.2,Very good,"€152
€","(1,709 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York/Manhattan-Midtown East,8.0,Very good,"€183
€","(1,002 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton New York Fashion District,8.0,Very good,"€189
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Freehand New York,8.2,Very good,"€177
€","(1,002 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fairfield Inn New York Manhattan/Financial District,8.0,Very good,"€141
€","(1,001 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Ameritania Hotel at Times Square,8.4,Very good,"€194
€","(1,255 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€175
€",(452 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Pod 39,8.4,Very good,"€151
€","(1,005 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€167
€","(1,004 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fairfield Inn & Suites New York Manhattan/Times Square South,8.2,Very good,"€162
€","(1,000 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€162
€","(1,001 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€173
€","(1,006 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Casamia 36 Hotel,7.2,Good,"€84
€8",(998 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Park Central Hotel New York,8.0,Very good,"€225
€","(1,857 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
The Moore,9.2,Wonderful,"€170
€",(87 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Arlo SoHo,8.2,Very good,"€200
€","(1,325 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hotel Edison Times Square,7.8,Good,"€174
€","(2,724 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,Excellent,"€128
€",(69 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
AC Hotel by Marriott New York Downtown,9.0,Wonderful,"€173
€",(955 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hilton New York Times Square,8.2,Very good,"€196
€","(1,011 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Moxy Brooklyn Willamsburg,9.0,Wonderful,"€249
€",(6 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Royalton Park Avenue,8.2,Very good,"€246
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Hotel 32 32,8.0,Very good,"€175
€","(1,298 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Ramada by Wyndham New York Times Square West,7.6,Good,"€130
€",(998 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Millennium Hotel Broadway Times Square,7.0,Good,"€179
€","(6,099 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",7.2,Good,"€149
€","(1,003 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
LIC Hotel,8.8,Excellent,"€99
€9",(997 reviews),2023-03-26-2023-03-27,2023-03-25,1 night,1.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€162
€","(1,189 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
Fitzpatrick Grand Central,9.0,Wonderful,"€193
€","(1,000 reviews)",2023-03-26-2023-03-27,2023-03-25,1 night,1.0
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",7.8,Good,"€379
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hyatt Place New York Midtown South,8.6,Excellent,"€423
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Westin New York at Times Square,8.6,Excellent,"€676
€","(2,191 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€327
€","(2,179 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Four Points By Sheraton New York Downtown,7.4,Good,"€250
€","(1,013 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Broadway Plaza Hotel,8.8,Excellent,"€247
€","(1,153 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€762
€","(1,482 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hyatt Place New York City/Times Square,7.8,Good,"€346
€","(1,166 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€417
€","(1,237 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€305
€","(1,002 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Shoreham Hotel,7.8,Good,"€275
€","(1,006 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€336
€","(1,785 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Pod Times Square,8.6,Excellent,"€282
€","(2,806 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Radio Hotel,8.8,Excellent,"€251
€",(388 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€315
€","(1,117 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€312
€","(1,338 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Truss Hotel Times Square,8.0,Very good,"€367
€",(571 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
World Center Hotel,8.6,Excellent,"€315
€","(1,322 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Element New York Times Square West,7.8,Good,"€346
€","(1,005 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€326
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Maritime Hotel,9.4,Exceptional,"€431
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€324
€","(1,005 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
citizenM New York Bowery,9.2,Wonderful,"€415
€","(1,266 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€260
€",(412 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hotel St. James,8.4,Very good,"€367
€","(1,764 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Belvedere Hotel,8.6,Excellent,"€328
€","(2,287 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€356
€","(1,001 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€431
€","(1,019 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Flat NYC,Uknown,Uknown,"€258
€",Uknown,2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hyatt Herald Square New York,8.2,Very good,"€410
€","(1,000 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hotel 32 32,8.0,Very good,"€373
€","(1,298 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€373
€","(1,165 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€353
€",(452 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€344
€","(2,587 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hotel Boutique at Grand Central,8.4,Very good,"€352
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Ameritania Hotel at Times Square,8.4,Very good,"€388
€","(1,255 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Radio City Apartments,8.6,Excellent,"€282
€","(2,908 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Gallivant Times Square,6.6,"(1,855 reviews)","€238
€",Uknown,2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€339
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton Garden Inn Times Square,8.2,Very good,"€324
€","(1,709 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Arlo Midtown,9.2,Wonderful,"€484
€","(3,238 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hampton Inn Manhattan-Times Square North,8.4,Very good,"€324
€","(1,746 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€410
€","(1,375 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,Very good,"€350
€","(1,004 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€282
€","(1,002 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Artezen Hotel,9.4,Exceptional,"€361
€","(1,365 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hotel Edison Times Square,7.8,Good,"€348
€","(2,724 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€386
€","(1,038 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Holiday Inn Express Maspeth, an IHG Hotel",8.2,Very good,"€344
€",(997 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Radio Hotel,8.8,Excellent,"€251
€",(388 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Four Points by Sheraton Manhattan - Chelsea,7.6,Good,"€283
€","(1,005 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Walker Hotel Tribeca,8.6,Excellent,"€373
€",(379 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€346
€","(1,002 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
M Social Hotel Times Square New York,8.8,Excellent,"€473
€","(2,908 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",9.2,Wonderful,"€410
€","(1,258 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
citizenM New York Times Square,9.0,Wonderful,"€452
€","(1,237 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hyatt Place New York Midtown South,8.6,Excellent,"€423
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Holiday Inn Express NYC Brooklyn - Sunset Park, an IHG Hotel",7.4,Good,"€307
€",(72 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton Garden Inn Long Island City New York,8.6,Excellent,"€452
€",(999 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Shelburne Sonesta New York,8.2,Very good,"€408
€","(1,007 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Lombardy Hotel,8.8,Excellent,"€534
€","(1,001 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Dream Midtown,8.0,Very good,"€378
€","(1,000 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Paramount Times Square,7.2,Good,"€320
€","(1,024 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Four Points by Sheraton Manhattan SoHo Village,8.2,Very good,"€303
€","(1,002 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Four Points by Sheraton Midtown-Times Square,8.4,Very good,"€367
€","(1,004 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Archer Hotel New York,9.0,Wonderful,"€532
€","(1,004 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Millennium Hotel Broadway Times Square,7.0,Good,"€368
€","(6,099 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Executive Hotel Le Soleil New York,8.6,Excellent,"€395
€","(1,799 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Moxy NYC Times Square,8.4,Very good,"€519
€","(1,126 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Fairfield Inn & Suites New York Manhattan/Times Square South,8.2,Very good,"€378
€","(1,000 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Millennium Downtown New York,7.4,Good,"€367
€","(2,558 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Casamia 36 Hotel,7.2,Good,"€177
€",(998 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Time New York,8.0,Very good,"€359
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€431
€","(1,000 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€417
€","(1,237 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
The Marlton Hotel,9.0,Wonderful,"€516
€","(1,001 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Park Terrace Hotel,9.2,Wonderful,"€623
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Freehand New York,8.2,Very good,"€397
€","(1,002 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Park Central Hotel New York,8.0,Very good,"€566
€","(1,857 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Pod 39,8.4,Very good,"€324
€","(1,005 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton New York Fashion District,8.0,Very good,"€426
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Arlo SoHo,8.2,Very good,"€452
€","(1,325 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Kixby,8.8,Excellent,"€482
€","(1,001 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Soho Grand Hotel,8.8,Excellent,"€667
€","(1,000 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Fairfield Inn New York Manhattan/Financial District,8.0,Very good,"€303
€","(1,001 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"InterContinental New York Times Square, an IHG Hotel",8.2,Very good,"€541
€","(1,037 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
TBA Times Square,7.4,Good,"€305
€",(209 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€346
€","(1,189 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,920 reviews)","€424
€",Uknown,2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Sheraton LaGuardia East Hotel,7.8,Good,"€410
€",(685 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Holiday Inn New York City - Times Square, an IHG Hotel",7.8,Good,"€349
€","(1,119 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,Excellent,"€313
€",(69 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hilton New York Times Square,8.2,Very good,"€460
€","(1,011 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
"The Bernic Hotel New York City, Tapestry Collection by Hilton",8.8,Excellent,"€410
€",(999 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Best Western Premier Empire State Hotel,8.8,Excellent,"€287
€",(359 reviews),2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Omni Berkshire Place,9.0,Wonderful,"€631
€","(1,003 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Arlo NoMad,8.0,Very good,"€442
€","(1,603 reviews)",2023-03-26-2023-03-28,2023-03-25,2 nights,1.0
Hyatt Place New York Midtown South,8.6,Excellent,"€650
€","(1,003 reviews)",2023-03-26-2023-03-29,2023-03-25,3 nights,1.0
"Holiday Inn Express - New York City Chelsea, an IHG Hotel",7.8,Good,"€592
€","(1,003 reviews)",2023-03-26-2023-03-29,2023-03-25,3 nights,1.0
Courtyard by Marriott New York Manhattan / Chelsea,9.0,Wonderful,"€667
€","(1,001 reviews)",2023-03-26-2023-03-29,2023-03-25,3 nights,1.0
citizenM New York Bowery,9.2,Wonderful,"€568
€","(1,266 reviews)",2023-03-26-2023-03-29,2023-03-25,3 nights,1.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€520
€","(2,179 reviews)",2023-03-26-2023-03-29,2023-03-25,3 nights,1.0
