Name,Location,Distance,Rate,Grade,Price,Review,TypeRoom,TypeBed,CancellationPolicy,DateOfVacation,SnapShotDate,numOfNights,TimeToTravel
SpringHill Suites by Marriott New York Manhattan Chelsea,"Chelsea, New York",2.5 km from center,8.2,Very Good,"₪ 3,063","4,017 reviews",King Room,"Private suite
1 king bed",FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Wyndham Garden Long Island City,"Long Island City, Queens",3.2 km from center,7.5,Good,"₪ 2,147",696 reviews,Standard King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Courtyard by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.2,Very Good,"₪ 4,291","3,382 reviews",King or Queen Room with City View,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Ave,"Flatiron District, New York",3.1 km from center,8.1,Very Good,"₪ 3,655",54 reviews,"Studio, 1 King",1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
MOXY NYC Times Square,"Manhattan, New York",1.9 km from center,8.0,Very Good,"₪ 3,522","8,725 reviews",Double Room,1 full bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hilton Garden Inn New York Central Park South-Midtown West,"Manhattan, New York",450 m from center,7.1,Good,"₪ 3,328","5,590 reviews",King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hampton Inn Brooklyn Downtown,"Downtown Brooklyn, Brooklyn",8.1 km from center,8.4,Very Good,"₪ 2,931","1,807 reviews",1 King with Fridge - Non-Smoking,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Wingate by Wyndham New York Midtown South/5th Ave,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 2,541","1,519 reviews",Queen Room - Non-Smoking,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
The Benjamin Royal Sonesta New York,"Midtown East, New York",1.5 km from center,7.6,Good,"₪ 4,278",594 reviews,Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
TBA Times Square,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 2,344","8,543 reviews",Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Element Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.5,Good,"₪ 2,772","5,534 reviews","Guest Room, 1 King",1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hyatt Place New York City/Times Square,"Hell's Kitchen, New York",1.7 km from center,7.6,Good,"₪ 3,116","15,246 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Crowne Plaza Times Square Manhattan, an IHG Hotel","Manhattan, New York",0.9 km from center,7.7,Good,"₪ 3,216","1,498 reviews",Traditional King Room - Non-Smoking,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Holiday Inn Express & Suites Jersey City - Holland Tunnel, an IHG Hotel",Jersey City,6.4 km from center,8.2,Very Good,"₪ 2,127","1,296 reviews",Deluxe Room,,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"The Draper New York, Tapestry Collection by Hilton","Manhattan, New York",1.9 km from center,8.4,Very Good,"₪ 3,644","1,041 reviews",King Room with Bath Tub - Mobility/Hearing Access,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
M Social Hotel Times Square New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 3,839","5,688 reviews",Social City View King,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Artezen Hotel,"Wall Street - Financial District, New York",6.9 km from center,9.0,Wonderful,"₪ 2,934",907 reviews,Deluxe King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
San Carlos Hotel New York,"Midtown East, New York",1.6 km from center,8.8,Excellent,"₪ 4,324","1,510 reviews",Deluxe Room - Queen,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Marriott Vacation Club Pulse, New York City","Manhattan, New York",1.9 km from center,8.9,Excellent,"₪ 4,481",126 reviews,King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"The New Yorker, A Wyndham Hotel","Hell's Kitchen, New York",2 km from center,7.7,Good,"₪ 2,618","9,086 reviews",Standard Queen Room with View,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
CIVILIAN Hotel,"Hell's Kitchen, New York",0.9 km from center,8.5,Very Good,"₪ 3,619","1,273 reviews",Double Room,1 queen bed,Free cancellation,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Motto by Hilton New York City Chelsea,"Chelsea, New York",2.8 km from center,8.7,Excellent,"₪ 3,168","1,223 reviews",King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Riu Plaza Manhattan Times Square,"Manhattan, New York",1 km from center,8.6,Excellent,"₪ 3,572","6,754 reviews",Deluxe Superior King with views,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Penny Williamsburg,"Williamsburg, Brooklyn",6.3 km from center,8.8,Excellent,"₪ 2,262",480 reviews,Queen,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
W New York - Union Square,"Union Square, New York",3.5 km from center,7.6,Good,"₪ 4,717",169 reviews,"Mega Guest Room, Larger Guest room, 1 King",1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
U Hotel Fifth Avenue I Empire State Building,"Manhattan, New York",2.1 km from center,7.9,Good,"₪ 2,107","1,739 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
33 Seaport Hotel New York,"Wall Street - Financial District, New York",6.9 km from center,8.7,Excellent,"₪ 2,684",289 reviews,Superior Courtyard King,1 king bed,Free cancellation,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Best Western Plus Hospitality House Suites,"Midtown East, New York",1.6 km from center,8.3,Very Good,"₪ 4,933",711 reviews,Apartment with Queen Bed,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 74m²
2 beds (1 sofa bed, 1 queen)",Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Club Quarters Hotel Grand Central, New York","Midtown East, New York",1.8 km from center,8.0,Very Good,"₪ 2,814","2,366 reviews",Small Queen Room,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hampton Inn Manhattan-35th St Empire State Bldg,"Manhattan, New York",2 km from center,8.3,Very Good,"₪ 3,243","3,465 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
citizenM New York Times Square,"Manhattan, New York",0.8 km from center,8.7,Excellent,"₪ 3,709","2,762 reviews",King Room,1 king bed,Free cancellation,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Fairfield Inn by Marriott New York Manhattan/Financial District,"Wall Street - Financial District, New York",7.2 km from center,7.5,Good,"₪ 2,311","2,300 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Times Square EDITION New York,"Manhattan, New York",1 km from center,8.5,Very Good,"₪ 4,905",677 reviews,King Room with City View,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Hotel Shocard Broadway, Times Square","Manhattan, New York",1.5 km from center,7.6,Good,"₪ 2,126","1,072 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Lotte New York Palace,"Midtown East, New York",1.3 km from center,8.1,Very Good,"₪ 6,810",334 reviews,Superior Room with King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Empire Hotel,"Upper West Side, New York",400 m from center,6.8,Review score,"₪ 2,869","2,546 reviews",Standard Queen Room,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Courtyard by Marriott New York Manhattan / Soho,"SoHo, New York",4.9 km from center,7.9,Good,"₪ 5,524",274 reviews,King Room - High Floor,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
The Moore,"Chelsea, New York",3 km from center,8.5,Very Good,"₪ 3,120",884 reviews,Studio Queen,1 queen bed,Free cancellation,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Pod 51,"Midtown East, New York",1.7 km from center,7.8,Good,"₪ 1,858","7,129 reviews",Standard Bunk Bed Room with Shared Bathroom,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Millennium Hotel Broadway Times Square,"Manhattan, New York",1.3 km from center,7.0,Good,"₪ 2,786","5,956 reviews",Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hilton Garden Inn New York - Times Square Central,"Manhattan, New York",1.5 km from center,7.6,Good,"₪ 3,198","1,574 reviews",Queen Room with City View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Royalton Park Avenue,"NoMad, New York",2.7 km from center,8.2,Very Good,"₪ 3,254",980 reviews,Superior Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
citizenM New York Bowery,"Lower East Side, New York",5.4 km from center,8.8,Excellent,"₪ 2,820","2,196 reviews",King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
The Blakely by LuxUrban,"Manhattan, New York",0.5 km from center,7.8,Good,"₪ 3,003","2,576 reviews",Standard Queen Room,1 queen bed,Free cancellation,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Soho Grand Hotel,"SoHo, New York",5.5 km from center,8.3,Very Good,"₪ 3,441","1,231 reviews",Soho King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Embassy Suites By Hilton New York Manhattan Times Square,"Manhattan, New York",1.9 km from center,7.9,Good,"₪ 3,583","4,140 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Hotel Indigo NYC Financial District, an IHG Hotel","Wall Street - Financial District, New York",7.2 km from center,8.8,Excellent,"₪ 2,203",90 reviews,Standard King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hilton New York Times Square,"Manhattan, New York",1.4 km from center,8.0,Very Good,"₪ 2,942",98 reviews,King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hyatt House New York/Chelsea,"Chelsea, New York",2.5 km from center,8.1,Very Good,"₪ 3,482",549 reviews,Den Guestroom with King Bed,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"The Jewel Hotel, New York","Manhattan, New York",1 km from center,8.5,Very Good,"₪ 3,331","1,679 reviews",Premier Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
SIXTY SoHo,"SoHo, New York",5.2 km from center,8.2,Very Good,"₪ 4,338",737 reviews,Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Residence Inn by Marriott New York Manhattan/Central Park,"Manhattan, New York",450 m from center,8.4,Very Good,"₪ 5,229","1,286 reviews",King Studio,"Entire studio • 1 bathroom • 1 kitchen • 20m²
1 king bed",Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Doubletree By Hilton New York Times Square West,"Hell's Kitchen, New York",1.6 km from center,7.0,Good,"₪ 2,632","14,212 reviews",One King Bed Standard,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
YOTEL New York Times Square,"Hell's Kitchen, New York",1.5 km from center,7.1,Good,"₪ 2,597","3,830 reviews",Premium Queen View,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hard Rock Hotel New York,"Manhattan, New York",1 km from center,8.8,Excellent,"₪ 4,971","1,295 reviews",Standard King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
The Westin New York Grand Central,"Murray Hill, New York",2.1 km from center,7.9,Good,"₪ 4,913",508 reviews,"Deluxe Double, Guest room, 2 Double",2 full beds,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
La Quinta by Wyndham Time Square South,"Hell's Kitchen, New York",1.7 km from center,8.1,Very Good,"₪ 2,768","2,137 reviews",King Room - Non-Smoking,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Courtyard New York Downtown Manhattan/Financial District,"Wall Street - Financial District, New York",7.1 km from center,7.3,Good,"₪ 2,332",617 reviews,"Guest room, 1 King, City view",1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Wythe Hotel,"Williamsburg, Brooklyn",5.5 km from center,8.6,Excellent,"₪ 3,245",195 reviews,Studio Queen Room,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Residence Inn by Marriott New York Manhattan/Times Square,"Manhattan, New York",1.7 km from center,8.1,Very Good,"₪ 4,453","3,162 reviews",Corner King Studio with Sofa Bed with City View,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Park Lane New York,"Manhattan, New York",0.6 km from center,8.4,Very Good,"₪ 4,111","1,685 reviews",Park Lane King,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Club Quarters Hotel Times Square, New York","Manhattan, New York",1.3 km from center,7.8,Good,"₪ 2,953","2,549 reviews",Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
NoMo SoHo,"SoHo, New York",5.6 km from center,7.3,Good,"₪ 2,203",542 reviews,Classic Queen,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
DoubleTree by Hilton New York Times Square South,"Hell's Kitchen, New York",1.8 km from center,7.9,Good,"₪ 3,075","4,470 reviews",King Room,1 king bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,"Hell's Kitchen, New York",1.6 km from center,7.6,Good,"₪ 2,771","4,558 reviews",King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Pod 39,"Murray Hill, New York",2.1 km from center,8.1,Very Good,"₪ 2,649","6,069 reviews",Bunk Bed Room,1 bunk bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hyatt Union Square New York,"Union Square, New York",3.9 km from center,7.7,Good,"₪ 4,733",252 reviews,King Room - Courtyard View,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Park Terrace Hotel,"Manhattan, New York",1.7 km from center,8.7,Excellent,"₪ 4,837","2,417 reviews",Queen Room - Disability Access,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"Holiday Inn Express New York City Chelsea, an IHG Hotel","Chelsea, New York",2.4 km from center,7.9,Good,"₪ 3,168","3,029 reviews",Room Selected at Check-In,1 full bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
"InterContinental New York Barclay Hotel, an IHG Hotel","Midtown East, New York",1.5 km from center,8.0,Very Good,"₪ 4,374",910 reviews,Classic Double Room,,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,"Hell's Kitchen, New York",1.9 km from center,8.0,Very Good,"₪ 3,343","4,156 reviews",1 Queen Bed,1 queen bed,Prepayment,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Hotel Edison Times Square,"Manhattan, New York",1 km from center,7.3,Good,"₪ 3,354","11,138 reviews",Signature 1 King Bed,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Dream Midtown,"Manhattan, New York",400 m from center,7.5,Good,"₪ 2,811",669 reviews,Full Room,1 full bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Casablanca Hotel by Library Hotel Collection,"Manhattan, New York",1.3 km from center,9.4,Wonderful,"₪ 4,409",80 reviews,Petite Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Omni Berkshire Place,"Midtown East, New York",1.1 km from center,8.7,Excellent,"₪ 4,237",551 reviews,Deluxe King Room,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-06,2023-03-26,3 nights,8.0
Margaritaville Resort Times Square,"Manhattan, New York",1.5 km from center,8.8,Excellent,"₪ 4,432","1,470 reviews",Deluxe Queen Room,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
Pod Brooklyn,"Williamsburg, Brooklyn",6.2 km from center,8.2,Very Good,"₪ 2,169","2,883 reviews",Queen Pod,1 queen bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
Holland Hotel Free Parking Jersey City,Jersey City,6.5 km from center,8.3,Very Good,"₪ 1,901",965 reviews,Standard Double Room,,Prepayment,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
The Tillary Hotel Brooklyn,"Downtown Brooklyn, Brooklyn",8 km from center,7.5,Good,"₪ 2,920",224 reviews,Classic King ADA,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
Hyatt House Jersey City,Jersey City,7.3 km from center,8.2,Very Good,"₪ 4,080","1,532 reviews",King Room,1 king bed,Prepayment,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
The Tuscany Powered by LuxUrban,"Murray Hill, New York",2.1 km from center,7.8,Good,"₪ 3,195",132 reviews,Studio,1 king bed,Free cancellation,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
Courtyard By Marriott Jersey City Newport,"Newport, Jersey City",6.3 km from center,8.3,Very Good,"₪ 3,849",418 reviews,King Room with Sofa Bed,"2 beds (1 king, 1 sofa bed)",Prepayment,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
The William Vale,"Williamsburg, Brooklyn",5.5 km from center,8.1,Very Good,"₪ 3,997","1,158 reviews",King ADA with Balcony,1 king bed,FREE cancellation • No prepayment needed,2023-04-03-2023-04-07,2023-03-26,4 nights,8.0
