Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
Hilton New York Fashion District,8.0,Very good,"€188
€","(1,003 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The Shoreham Hotel,7.8,Good,"€194
€","(1,007 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hotel 32 32,8.0,Very good,"€166
€","(1,301 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Sleep INN,Uknown,Uknown,"€133
€",Uknown,2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"EVEN Hotel Brooklyn, an IHG Hotel",8.0,Very good,"€191
€","(1,005 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The New York EDITION,9.0,Wonderful,"€511
€",(374 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Truss Hotel Times Square,8.0,Very good,"€213
€",(574 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€206
€",(455 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€214
€","(1,038 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€181
€","(1,003 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€194
€","(1,003 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hyatt Place New York City/Times Square,7.8,Good,"€215
€","(1,167 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
World Center Hotel,8.6,Excellent,"€175
€","(1,325 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Freehand New York,8.2,Very good,"€188
€","(1,006 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Ameritania Hotel at Times Square,8.4,Very good,"€221
€","(1,262 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€171
€","(1,001 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€193
€","(1,001 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
TownePlace Suites by Marriott New York Manhattan,8.6,Excellent,"€147
€",(744 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Four Points by Sheraton Manhattan - Chelsea,7.6,Good,"€156
€","(1,005 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€217
€","(1,237 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The Flat NYC,10.0,Exceptional,"€150
€",(1 review),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€151
€",(414 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Park Terrace Hotel,9.2,Wonderful,"€300
€","(1,005 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"Hotel Indigo Williamsburg - Brooklyn, an IHG Hotel",7.8,Good,"€228
€",(227 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,921 reviews)","€210
€",Uknown,2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Comfort Inn Manhattan - Midtown West,7.4,Good,"€165
€","(1,007 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Four Points by Sheraton Midtown-Times Square,8.4,Very good,"€194
€","(1,005 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Artezen Hotel,9.4,Exceptional,"€219
€","(1,366 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Fairfield Inn New York Manhattan/Financial District,8.0,Very good,"€151
€","(1,001 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Dream Downtown,7.2,Good,"€203
€","(1,009 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",9.2,Wonderful,"€242
€","(1,259 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Fitzpatrick Grand Central,9.0,Wonderful,"€204
€","(1,000 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
TownePlace Suites by Marriott New York Brooklyn,8.6,Excellent,"€286
€",(89 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn Long Island City New York,8.6,Excellent,"€229
€",(999 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,8.4,Very good,"€183
€",(998 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Arlo Midtown,9.2,Wonderful,"€285
€","(3,240 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€186
€","(1,004 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
citizenM New York Times Square,9.0,Wonderful,"€247
€","(1,237 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Walker Hotel Tribeca,8.6,Excellent,"€205
€",(381 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€214
€","(2,590 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€201
€","(1,006 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Millennium Downtown New York,7.4,Good,"€203
€","(2,559 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€242
€","(1,377 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn New York/Manhattan-Midtown East,8.0,Very good,"€223
€","(1,002 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,Excellent,"€139
€",(70 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",7.2,Good,"€173
€","(1,003 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"The Bernic Hotel New York City, Tapestry Collection by Hilton",8.8,Excellent,"€211
€",(999 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Millennium Hotel Broadway Times Square,7.0,Good,"€198
€","(6,102 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€214
€","(1,000 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
citizenM New York Bowery,9.2,Wonderful,"€226
€","(1,267 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€246
€","(1,305 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hampton Inn Manhattan-Times Square North,8.4,Very good,"€188
€","(1,747 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The Lombardy Hotel,8.8,Excellent,"€297
€","(1,001 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn Times Square,8.2,Very good,"€194
€","(1,711 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€256
€",(999 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Park Central Hotel New York,8.0,Very good,"€273
€","(1,859 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"Staypineapple, An Artful Hotel, Midtown",9.0,Wonderful,"€181
€",(951 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The Moore,9.2,Wonderful,"€219
€",(87 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"Holiday Inn Express New York - Manhattan West Side, an IHG Hotel",7.6,Good,"€202
€","(1,010 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Broadway Plaza Hotel,8.8,Excellent,"€234
€","(1,155 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Courtyard by Marriott New York Manhattan / Chelsea,9.0,Wonderful,"€209
€","(1,001 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton New York Times Square,8.2,Very good,"€224
€","(1,014 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€173
€","(1,002 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The Hoxton Williamsburg,9.0,Wonderful,"€290
€","(1,003 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
The Fifty Sonesta Select New York,8.2,Very good,"€337
€","(1,004 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€250
€","(1,010 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Archer Hotel New York,9.0,Wonderful,"€309
€","(1,006 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Sanctuary Hotel New York,8.4,Very good,"€197
€","(1,003 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Renaissance New York Midtown Hotel,9.2,Wonderful,"€269
€","(1,000 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,Very good,"€211
€","(1,005 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Paramount Times Square,7.2,Good,"€179
€","(1,026 reviews)",2023-04-02-2023-04-03,2023-03-26,1 night,7.0
Radio Hotel,8.8,Excellent,"€176
€",(389 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
AC Hotel by Marriott New York Downtown,9.0,Wonderful,"€205
€",(955 reviews),2023-04-02-2023-04-03,2023-03-26,1 night,7.0
"EVEN Midtown East Grand Central, an IHG Hotel",8.8,Excellent,"€509
€","(1,006 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hotel 32 32,8.0,Very good,"€406
€","(1,301 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
33 Seaport Hotel New York,8.8,Excellent,"€750
€",(303 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€700
€","(1,485 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€369
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Moxy NYC Times Square,8.4,Very good,"€477
€","(1,128 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€451
€","(2,182 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hyatt Place New York City/Times Square,7.8,Good,"€452
€","(1,167 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Moxy NYC Chelsea,8.6,Excellent,"€588
€",(988 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€503
€","(1,022 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€402
€","(1,338 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Ameritania Hotel at Times Square,8.4,Very good,"€470
€","(1,262 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€417
€","(1,006 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€506
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€480
€",(455 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€442
€","(1,787 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Park Central Hotel New York,8.0,Very good,"€594
€","(1,859 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Lombardy Hotel,8.8,Excellent,"€626
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€388
€","(1,005 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€448
€","(1,165 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Arlo Midtown,9.2,Wonderful,"€622
€","(3,240 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Maritime Hotel,9.4,Exceptional,"€558
€","(1,004 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€429
€","(2,590 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Soho Grand Hotel,8.8,Excellent,"€667
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€405
€","(1,004 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Pod Times Square,8.6,Excellent,"€378
€","(2,808 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Shoreham Hotel,7.8,Good,"€423
€","(1,007 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€409
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Sleep INN,Uknown,Uknown,"€265
€",Uknown,2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn Long Island City New York,8.6,Excellent,"€458
€",(999 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Moxy NYC Times Square,8.4,Very good,"€477
€","(1,128 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Truss Hotel Times Square,8.0,Very good,"€475
€",(574 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€439
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Radio Hotel,8.8,Excellent,"€357
€",(389 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hotel Boutique at Grand Central,8.4,Very good,"€448
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€440
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€504
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton New York Fashion District,8.0,Very good,"€444
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€551
€","(1,377 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Four Points By Sheraton Manhattan Midtown West,8.6,Excellent,"€395
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Marlton Hotel,9.0,Wonderful,"€623
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Four Points by Sheraton Manhattan - Chelsea,7.6,Good,"€379
€","(1,005 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Walker Hotel Tribeca,8.6,Excellent,"€459
€",(381 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€452
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Staypineapple, An Artful Hotel, Midtown",9.0,Wonderful,"€373
€",(951 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Fitzpatrick Grand Central,9.0,Wonderful,"€439
€","(1,000 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Four Points by Sheraton Midtown-Times Square,8.4,Very good,"€442
€","(1,005 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,Very good,"€478
€","(1,005 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Hoxton Williamsburg,9.0,Wonderful,"€591
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Fifty Sonesta Select New York,8.2,Very good,"€686
€","(1,004 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
citizenM New York Times Square,9.0,Wonderful,"€586
€","(1,237 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Arlo SoHo,8.2,Very good,"€527
€","(1,327 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hyatt House New York/Chelsea,8.6,Excellent,"€511
€",(760 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Freehand New York,8.2,Very good,"€453
€","(1,006 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hampton Inn Manhattan-Times Square North,8.4,Very good,"€462
€","(1,747 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€482
€","(1,000 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€367
€",(414 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,921 reviews)","€420
€",Uknown,2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Radio Hotel,8.8,Excellent,"€357
€",(389 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hampton Inn Madison Square Garden Area Hotel,8.2,Very good,"€478
€","(1,002 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€504
€","(1,038 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
NoMo SoHo,8.0,Very good,"€499
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€583
€","(1,010 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Flat NYC,10.0,Exceptional,"€352
€",(1 review),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",7.2,Good,"€413
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
citizenM New York Bowery,9.2,Wonderful,"€522
€","(1,267 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"The Jewel, a Club Quarters Hotel, Opposite Rockefeller Center",9.2,Wonderful,"€541
€","(1,259 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Courtyard by Marriott New York Manhattan / Chelsea,9.0,Wonderful,"€479
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Fairfield Inn & Suites New York Midtown Manhattan/Penn Station,8.6,Excellent,"€534
€","(1,237 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Paramount Times Square,7.2,Good,"€393
€","(1,026 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Holiday Inn New York City - Times Square, an IHG Hotel",7.8,Good,"€424
€","(1,125 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Omni Berkshire Place,9.0,Wonderful,"€744
€","(1,004 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€1,126",(448 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hotel 32 32,8.0,Very good,"€406
€","(1,301 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Fairfield Inn & Suites New York Manhattan/Times Square South,8.2,Very good,"€513
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Artezen Hotel,9.4,Exceptional,"€514
€","(1,366 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€612
€","(1,305 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,Excellent,"€363
€",(70 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hotel St. James,8.4,Very good,"€530
€","(1,773 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Kixby,8.8,Excellent,"€623
€","(1,002 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Shelburne Sonesta New York,8.2,Very good,"€523
€","(1,008 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton New York Times Square,8.2,Very good,"€545
€","(1,014 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Millennium Hotel Broadway Times Square,7.0,Good,"€502
€","(6,102 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Royalton Park Avenue,8.2,Very good,"€595
€","(1,004 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Moore,9.2,Wonderful,"€525
€",(87 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Park Terrace Hotel,9.2,Wonderful,"€804
€","(1,005 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Empire Hotel,7.4,Good,"€537
€","(1,329 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
11 Howard,8.2,Very good,"€687
€",(674 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The New York EDITION,9.0,Wonderful,"€1,317",(374 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Moxy NYC East Village,8.8,Excellent,"€583
€",(913 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hyatt Place New York Midtown South,8.6,Excellent,"€618
€","(1,004 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Hilton Garden Inn New York Times Square South,8.6,Excellent,"€472
€","(1,006 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Sheraton New York Times Square Hotel,8.0,Very good,"€731
€","(1,235 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€722
€","(1,003 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
DoubleTree by Hilton New York Times Square West,6.4,"(2,274 reviews)","€423
€",Uknown,2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
The Standard High Line,8.4,Very good,"€826
€",(785 reviews),2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€470
€","(1,118 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
Fairfield Inn New York Manhattan/Financial District,8.0,Very good,"€367
€","(1,001 reviews)",2023-04-02-2023-04-04,2023-03-26,2 nights,7.0
33 Seaport Hotel New York,8.8,Excellent,"€964
€",(303 reviews),2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
"EVEN Midtown East Grand Central, an IHG Hotel",8.8,Excellent,"€827
€","(1,006 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Hotel 32 32,8.0,Very good,"€649
€","(1,301 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€1,049","(1,485 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€562
€","(2,590 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Moxy NYC Times Square,8.4,Very good,"€860
€","(1,128 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Lotte New York Palace,8.8,Excellent,"€1,293","(1,002 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€838
€","(1,003 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Moxy NYC Chelsea,8.6,Excellent,"€1,044",(988 reviews),2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
citizenM New York Bowery,9.2,Wonderful,"€760
€","(1,267 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Arlo Midtown,9.2,Wonderful,"€1,085","(3,240 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€688
€","(1,003 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€841
€","(1,022 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€767
€","(2,182 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Element New York Times Square West,7.8,Good,"€688
€","(1,006 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Hyatt Place New York City/Times Square,7.8,Good,"€762
€","(1,167 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€699
€","(1,006 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
The Towers at Lotte New York Palace,9.2,Wonderful,"€1,951",(454 reviews),2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Walker Hotel Tribeca,8.6,Excellent,"€655
€",(381 reviews),2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Hilton New York Fashion District,8.0,Very good,"€666
€","(1,003 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Hyatt Place New York Midtown South,8.6,Excellent,"€913
€","(1,004 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€2,223","(1,002 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Pod Times Square,8.6,Excellent,"€614
€","(2,808 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€828
€",(455 reviews),2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€757
€","(1,787 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Soho Grand Hotel,8.8,Excellent,"€1,043","(1,001 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
Park Central Hotel New York,8.0,Very good,"€1,035","(1,859 reviews)",2023-04-02-2023-04-05,2023-03-26,3 nights,7.0
