Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€1,336","(1,477 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Lombardy Hotel,8.8,Excellent,"€1,408","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Lotte New York Palace,8.8,Excellent,"€1,975","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Moxy NYC Times Square,8.4,Very good,"€1,219","(1,120 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Arlo Midtown,9.2,Wonderful,"€1,467","(3,230 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Hotel Indigo Lower East Side New York, an IHG Hotel",8.0,Very good,"€1,326","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Pod Times Square,8.6,Excellent,"€800
€","(2,799 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Loews Regency New York Hotel,8.8,Excellent,"€1,964",(999 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€1,083",(441 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Virgin Hotels New York City,8.8,Excellent,"€1,914",(17 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Walker Hotel Tribeca,8.6,Excellent,"€987
€",(379 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€1,298","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Towers at Lotte New York Palace,9.2,Wonderful,"€2,815",(454 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€1,205","(1,014 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€1,050","(2,170 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Ameritania Hotel at Times Square,8.4,Very good,"€1,154","(1,240 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Club The Quin New York,8.6,Excellent,"€1,386","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hard Rock Hotel New York,9.4,Exceptional,"€1,946",(768 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"The Beekman Tower, Trademark Collection by Wyndham",8.2,Very good,"€1,167",(251 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€1,092",(998 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Kixby,8.8,Excellent,"€1,349","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton New York Fashion District,8.0,Very good,"€1,026","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Hotel Chelsea,9.6,Exceptional,"€1,701",(160 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€3,453","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Radio Hotel,8.8,Excellent,"€838
€",(385 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Royal Hotel Bronx,Uknown,Uknown,"€435
€",Uknown,2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The New York EDITION,9.0,Wonderful,"€2,425",(374 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€1,745","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Michelangelo Hotel,8.8,Excellent,"€1,417","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Standard High Line,8.4,Very good,"€1,523",(783 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Shelburne Sonesta New York,8.2,Very good,"€1,149","(1,004 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€2,314",(448 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Soho Grand Hotel,8.8,Excellent,"€1,550","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
HGU New York,8.0,Very good,"€1,184","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€1,065","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hyatt Place New York City/Times Square,7.8,Good,"€1,202","(1,159 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hyatt Place New York Midtown South,8.6,Excellent,"€1,503","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€933
€","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€1,039","(1,163 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Pod 51,7.8,Good,"€690
€","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Flat NYC,Uknown,Uknown,"€813
€",Uknown,2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Moxy NYC Lower East Side,9.0,Wonderful,"€1,108",(95 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€1,224","(1,003 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€854
€",(412 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Thompson Central Park - New York,9.0,Wonderful,"€2,255",(88 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Moxy NYC Times Square,8.4,Very good,"€1,219","(1,120 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Sonder The Industrialist,6.8,(28 reviews),"€521
€",Uknown,2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€1,303","(1,371 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The New York EDITION,9.0,Wonderful,"€2,425",(374 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Dream Midtown,8.0,Very good,"€1,097","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
SpringHill Suites by Marriott New York Manhattan/Chelsea,8.6,Excellent,"€1,252",(147 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Four Points By Sheraton New York Downtown,7.4,Good,"€888
€","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Times Square EDITION,9.0,Wonderful,"€1,855",(587 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
NoMo SoHo,8.0,Very good,"€1,158","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",9.0,Wonderful,"€1,738","(1,003 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Sonder The Dutch,8.2,Very good,"€714
€",(12 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Pod 39,8.4,Very good,"€901
€","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Marlton Hotel,9.0,Wonderful,"€1,436","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€1,303","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Element New York Times Square West,7.8,Good,"€1,169",(999 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
New York Marriott Marquis,9.0,Wonderful,"€2,172","(1,533 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
citizenM New York Times Square,9.0,Wonderful,"€1,490","(1,236 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Library Hotel by Library Hotel Collection,9.6,Exceptional,"€1,551",(961 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hotel Boutique at Grand Central,8.4,Very good,"€1,039","(1,003 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Park Lane New York,8.6,Excellent,"€1,978",(326 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€1,191","(1,337 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Staypineapple, An Artful Hotel, Midtown",9.0,Wonderful,"€914
€",(951 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€2,690","(1,000 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€975
€","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Mandarin Oriental, New York",9.2,Wonderful,"€3,193",(451 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Holiday Inn New York City - Times Square, an IHG Hotel",7.8,Good,"€929
€","(1,113 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hyatt House New York/Chelsea,8.6,Excellent,"€1,187",(758 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€1,178","(1,778 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Park Terrace Hotel,9.2,Wonderful,"€1,805","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Omni Berkshire Place,9.0,Wonderful,"€1,654","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€1,006","(1,003 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
CIVILIAN Hotel,9.2,Wonderful,"€1,213",(797 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Ace Hotel New York,8.2,Very good,"€1,301","(1,004 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Cloud One New York-Downtown,8.4,Very good,"€936
€",(98 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
RIU Plaza Manhattan Times Square,9.0,Wonderful,"€1,691","(1,972 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Moore,9.2,Wonderful,"€1,314",(86 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Westin New York at Times Square,8.6,Excellent,"€1,610","(2,184 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Artezen Hotel,9.4,Exceptional,"€1,101","(1,362 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hilton Garden Inn New York Times Square South,8.6,Excellent,"€1,143","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Hyatt Grand Central New York,7.8,Good,"€1,400","(1,781 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€1,157","(2,578 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
"Holiday Inn Brooklyn Downtown, an IHG Hotel",7.0,Good,"€863
€","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Archer Hotel New York,9.0,Wonderful,"€1,572","(1,002 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Ludlow Hotel,9.4,Exceptional,"€1,713",(918 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The Shoreham Hotel,7.8,Good,"€1,096",(999 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Chelsea Savoy Hotel,8.6,Excellent,"€1,142","(1,026 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€1,157","(2,578 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Sofitel New York,8.8,Excellent,"€1,854","(1,001 reviews)",2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
TBA Times Square,7.4,Good,"€972
€",(207 reviews),2023-04-02-2023-04-06,2023-03-22,4 nights,11.0
Sonesta Simply Suites Jersey City,8.4,Very good,"€1,124",(999 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Hotel Indigo Flushing, an IHG Hotel",8.2,Very good,"€884
€",(137 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hotel 32 32,8.0,Very good,"€1,634","(1,294 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€1,692","(1,477 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Lombardy Hotel,8.8,Excellent,"€1,793","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Moxy NYC Times Square,8.4,Very good,"€1,510","(1,120 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Arlo Midtown,9.2,Wonderful,"€1,884","(3,230 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Virgin Hotels New York City,8.8,Excellent,"€2,256",(17 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€2,065","(1,002 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Loews Regency New York Hotel,8.8,Excellent,"€2,323",(999 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Lotte New York Palace,8.8,Excellent,"€2,616","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Pod Times Square,8.6,Excellent,"€1,069","(2,799 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€1,524","(1,014 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€1,408",(441 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Times Square EDITION,9.0,Wonderful,"€2,243",(587 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hyatt Place New York Midtown South,8.6,Excellent,"€1,754","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Walker Hotel Tribeca,8.6,Excellent,"€1,273",(379 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Towers at Lotte New York Palace,9.2,Wonderful,"€3,788",(454 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€1,673","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hard Rock Hotel New York,9.4,Exceptional,"€2,425",(768 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"The Beekman Tower, Trademark Collection by Wyndham",8.2,Very good,"€1,479",(251 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€1,343","(2,170 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Ameritania Hotel at Times Square,8.4,Very good,"€1,468","(1,240 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€1,363",(998 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
HGU New York,8.0,Very good,"€1,438","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Park Central Hotel New York,8.0,Very good,"€1,926","(1,850 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€4,087","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Four Points By Sheraton New York Downtown,7.4,Good,"€1,038","(1,002 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Royal Hotel Bronx,Uknown,Uknown,"€544
€",Uknown,2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The New York EDITION,9.0,Wonderful,"€2,987",(374 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Hotel Indigo Lower East Side New York, an IHG Hotel",8.0,Very good,"€1,691","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton New York Fashion District,8.0,Very good,"€1,265","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Hotel Chelsea,9.6,Exceptional,"€2,093",(160 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hyatt Place New York City/Times Square,7.8,Good,"€1,503","(1,159 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Kixby,8.8,Excellent,"€1,730","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
SpringHill Suites by Marriott New York Manhattan/Chelsea,8.6,Excellent,"€1,536",(147 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"The Chatwal, In The Unbound Collection By Hyatt",9.4,Exceptional,"€2,893",(448 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Wallace,9.6,Exceptional,"€1,775",(445 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Standard High Line,8.4,Very good,"€1,927",(783 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Moxy NYC Lower East Side,9.0,Wonderful,"€1,410",(95 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Shelburne Sonesta New York,8.2,Very good,"€1,459","(1,004 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Garden Inn New York/Manhattan-Chelsea,8.4,Very good,"€1,354","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Michelangelo Hotel,8.8,Excellent,"€1,821","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€1,189","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Club The Quin New York,8.6,Excellent,"€1,914","(1,002 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Radio Hotel,8.8,Excellent,"€1,138",(385 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sofitel New York,8.8,Excellent,"€2,064","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Soho Grand Hotel,8.8,Excellent,"€1,901","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sonder The Industrialist,6.8,(28 reviews),"€629
€",Uknown,2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sofitel New York,8.8,Excellent,"€2,064","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
New York Marriott Marquis,9.0,Wonderful,"€2,730","(1,533 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Homewood Suites New York/Midtown Manhattan Times Square,8.4,Very good,"€1,653","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Flat NYC,Uknown,Uknown,"€1,101",Uknown,2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Pod 51,7.8,Good,"€915
€","(1,002 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€1,400","(1,037 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The New York EDITION,9.0,Wonderful,"€2,987",(374 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Pod 39,8.4,Very good,"€1,151","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sonder The Dutch,8.2,Very good,"€906
€",(12 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Moxy NYC Times Square,8.4,Very good,"€1,510","(1,120 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€1,592","(1,003 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€1,336","(1,163 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Cloud One New York-Downtown,8.4,Very good,"€1,162",(98 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
NoMo SoHo,8.0,Very good,"€1,430","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Thompson Central Park - New York,9.0,Wonderful,"€2,908",(88 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
INNSiDE by Meliá New York Nomad,8.8,Excellent,"€1,689","(1,371 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Omni Berkshire Place,9.0,Wonderful,"€2,046","(1,002 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
citizenM New York Times Square,9.0,Wonderful,"€1,881","(1,236 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€1,510","(1,337 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Plaza Hotel,9.0,Wonderful,"€4,458","(1,002 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sonder Battery Park,8.8,Excellent,"€1,476",(116 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Holiday Inn New York City - Times Square, an IHG Hotel",7.8,Good,"€1,183","(1,113 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Library Hotel by Library Hotel Collection,9.6,Exceptional,"€2,012",(961 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€3,363","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Park Lane New York,8.6,Excellent,"€2,471",(326 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Marlton Hotel,9.0,Wonderful,"€1,811","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€1,240","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Park Terrace Hotel,9.2,Wonderful,"€2,281","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The FIDI Hotel,7.6,Good,"€978
€",(4 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sheraton New York Times Square Hotel,8.0,Very good,"€2,042","(1,232 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Renaissance New York Midtown Hotel,9.2,Wonderful,"€1,819","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Dream Midtown,8.0,Very good,"€1,408","(1,000 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
CIVILIAN Hotel,9.2,Wonderful,"€1,566",(797 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€1,277","(1,003 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€1,443","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Ace Hotel New York,8.2,Very good,"€1,656","(1,004 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Staypineapple, An Artful Hotel, Midtown",9.0,Wonderful,"€1,224",(951 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hyatt House New York/Chelsea,8.6,Excellent,"€1,554",(758 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Moore,9.2,Wonderful,"€1,690",(86 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Holiday Inn Express Jamaica - JFK AirTrain - NYC, an IHG Hotel",7.0,Good,"€931
€",(396 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
"Holiday Inn Brooklyn Downtown, an IHG Hotel",7.0,Good,"€1,072","(1,001 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
LIC Hotel,8.8,Excellent,"€890
€",(997 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Grayson Hotel in the Unbound Collection by Hyatt,8.2,Very good,"€1,691",(19 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
The Westin New York at Times Square,8.6,Excellent,"€2,020","(2,184 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hotel Boutique at Grand Central,8.4,Very good,"€1,336","(1,003 reviews)",2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Hampton Inn Manhattan-Chelsea,8.4,Very good,"€1,398",(997 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Residence Inn by Marriott New York Downtown Manhattan/Financial District,7.8,Good,"€1,044",(128 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€1,895",(999 reviews),2023-04-02-2023-04-07,2023-03-22,5 nights,11.0
Sonesta Simply Suites Jersey City,8.4,Very good,"€229
€",(999 reviews),2023-04-03-2023-04-04,2023-03-22,1 night,12.0
"Hotel Indigo Flushing, an IHG Hotel",8.2,Very good,"€177
€",(137 reviews),2023-04-03-2023-04-04,2023-03-22,1 night,12.0
"Hotel Indigo Lower East Side New York, an IHG Hotel",8.0,Very good,"€309
€","(1,001 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€391
€","(1,477 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Moxy NYC Times Square,8.4,Very good,"€278
€","(1,120 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Pod Times Square,8.6,Excellent,"€194
€","(2,799 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Ameritania Hotel at Times Square,8.4,Very good,"€249
€","(1,240 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Walker Hotel Tribeca,8.6,Excellent,"€226
€",(379 reviews),2023-04-03-2023-04-04,2023-03-22,1 night,12.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€408
€","(1,002 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Hilton New York JFK Airport,7.4,Good,"€174
€","(1,038 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Arlo Midtown,9.2,Wonderful,"€311
€","(3,230 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Soho Grand Hotel,8.8,Excellent,"€338
€","(1,000 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
Arlo SoHo,8.2,Very good,"€252
€","(1,323 reviews)",2023-04-03-2023-04-04,2023-03-22,1 night,12.0
