Name,Rate,Grade,Price,Review,DateOfVacation,SnapShotDate,LengthOfStay,TimeToTravel
NoMo SoHo,8.0,Very good,"€317
€","(1,001 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Courtyard by Marriott New York World Trade Center Area,8.0,Very good,"€205
€",(50 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
The Benjamin Royal Sonesta New York,8.8,Excellent,"€336
€","(1,000 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
New York Hilton Midtown,8.0,Very good,"€365
€","(1,001 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Avenue,8.8,Excellent,"€258
€",(83 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
The Cloud One New York-Downtown,8.4,Very good,"€215
€",(98 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Park Lane New York,8.6,Excellent,"€530
€",(326 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€292
€","(1,004 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Mint House at 70 Pine,9.4,Exceptional,"€276
€",(996 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
AC Hotel by Marriott New York Downtown,9.0,Wonderful,"€258
€",(955 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Ace Hotel New York,8.2,Very good,"€306
€","(1,004 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Residence Inn by Marriott New York Manhattan/Midtown East,9.0,Wonderful,"€281
€",(999 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Arlo SoHo,8.2,Very good,"€348
€","(1,323 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
"Kimpton Hotel Eventi, an IHG Hotel",8.8,Excellent,"€372
€","(1,000 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Executive Hotel Le Soleil New York,8.6,Excellent,"€325
€","(1,796 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Refinery Hotel,8.8,Excellent,"€428
€","(1,002 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Moxy NYC Chelsea,8.6,Excellent,"€307
€",(987 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€306
€","(1,001 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
The Westin New York at Times Square,8.6,Excellent,"€535
€","(2,183 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
"Crowne Plaza JFK Airport New York City, an IHG Hotel",6.8,"(1,919 reviews)","€249
€",Uknown,2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Loews Regency New York Hotel,8.8,Excellent,"€537
€",(999 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Hotel 57,8.4,Very good,"€246
€","(1,001 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Fitzpatrick Manhattan Hotel,9.0,Wonderful,"€310
€","(1,000 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€354
€",(999 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€314
€","(1,003 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Grayson Hotel in the Unbound Collection by Hyatt,8.2,Very good,"€255
€",(19 reviews),2023-03-25-2023-03-26,2023-03-22,1 night,3.0
Trump International Hotel & Tower New York,9.2,Wonderful,"€726
€","(1,000 reviews)",2023-03-25-2023-03-26,2023-03-22,1 night,3.0
"EVEN Midtown East Grand Central, an IHG Hotel",8.6,Excellent,"€399
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",9.0,Wonderful,"€520
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€625
€","(1,002 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Soho Grand Hotel,8.8,Excellent,"€537
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€326
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€476
€","(1,014 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
citizenM New York Bowery,9.2,Wonderful,"€494
€","(1,263 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Lombardy Hotel,8.8,Excellent,"€577
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Sofitel New York,8.8,Excellent,"€595
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€363
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Archer Hotel New York,9.0,Wonderful,"€580
€","(1,002 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Walker Hotel Tribeca,8.6,Excellent,"€427
€",(379 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€408
€","(1,163 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€373
€","(1,111 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Moxy NYC Times Square,8.4,Very good,"€508
€","(1,119 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Shelburne Sonesta New York,8.2,Very good,"€448
€","(1,004 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hotel Boutique at Grand Central,8.4,Very good,"€408
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
World Center Hotel,8.6,Excellent,"€373
€","(1,317 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Radio Hotel,8.8,Excellent,"€333
€",(385 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Park Terrace Hotel,9.2,Wonderful,"€657
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Shoreham Hotel,7.8,Good,"€381
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn New York/Manhattan-Midtown East,8.0,Very good,"€410
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hyatt Place New York City/Times Square,7.8,Good,"€473
€","(1,159 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€441
€",(998 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Moxy NYC Downtown,8.6,Excellent,"€352
€",(776 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Westin New York Grand Central,8.6,Excellent,"€579
€","(1,223 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Marlton Hotel,9.0,Wonderful,"€568
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Sofitel New York,8.8,Excellent,"€595
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Royal Hotel Bronx,Uknown,Uknown,"€217
€",Uknown,2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Westin New York at Times Square,8.6,Excellent,"€910
€","(2,183 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Sheraton LaGuardia East Hotel,7.8,Good,"€399
€",(684 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Standard High Line,8.4,Very good,"€660
€",(783 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Pod Times Square,8.6,Excellent,"€367
€","(2,799 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€391
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
DoubleTree by Hilton New York Downtown,7.2,Good,"€370
€","(1,186 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Broadway Plaza Hotel,8.8,Excellent,"€448
€","(1,148 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€458
€","(1,778 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Omni Berkshire Place,9.0,Wonderful,"€630
€","(1,002 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Dream Downtown,7.2,Good,"€434
€","(1,002 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€474
€","(2,170 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Kixby,8.8,Excellent,"€541
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Courtyard New York Manhattan/ Midtown East,8.6,Excellent,"€546
€","(1,299 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Dream Midtown,8.0,Very good,"€473
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn New York/Tribeca,8.4,Very good,"€421
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Residence Inn by Marriott New York Manhattan/Times Square,8.6,Excellent,"€507
€",(998 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn New York Times Square North,8.6,Excellent,"€510
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Ameritania Hotel at Times Square,8.4,Very good,"€526
€","(1,240 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Element New York Times Square West,7.8,Good,"€480
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The New York EDITION,9.0,Wonderful,"€1,062",(374 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Hotel Indigo Flushing, an IHG Hotel",8.2,Very good,"€413
€",(136 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Freehand New York,8.2,Very good,"€444
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€452
€","(1,337 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Manhattan Club,8.6,Excellent,"€561
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Arlo SoHo,8.2,Very good,"€548
€","(1,323 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€356
€",(412 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
TownePlace Suites by Marriott New York Manhattan,8.6,Excellent,"€421
€",(743 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton New York Fashion District,8.0,Very good,"€465
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Holiday Inn Express Maspeth, an IHG Hotel",8.2,Very good,"€359
€",(997 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Holiday Inn Express Jamaica - JFK AirTrain - NYC, an IHG Hotel",7.0,Good,"€362
€",(396 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Courtyard by Marriott New York Manhattan / Central Park,8.6,Excellent,"€548
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
New York Hilton Midtown,8.0,Very good,"€618
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,8.4,Very good,"€409
€",(997 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Arlo Midtown,9.2,Wonderful,"€654
€","(3,230 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn Times Square,8.2,Very good,"€446
€","(1,703 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,190","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"EVEN Midtown East Grand Central, an IHG Hotel",8.6,Excellent,"€399
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"The Bernic Hotel New York City, Tapestry Collection by Hilton",8.8,Excellent,"€407
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Renaissance New York Midtown Hotel,9.2,Wonderful,"€548
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Residence Inn Marriott New York Downtown Manhattan/WTC Area,9.0,Wonderful,"€413
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
NoMo SoHo,8.0,Very good,"€537
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Courtyard by Marriott New York Manhattan/Times Square,8.6,Excellent,"€467
€",(998 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Citadines Connect Fifth Avenue New York,7.8,Good,"€470
€","(1,004 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",9.0,Wonderful,"€520
€","(1,003 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Roxy Hotel New York,9.0,Wonderful,"€623
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Garden Inn New York/Central Park South-Midtown West,7.4,Good,"€506
€","(1,037 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hotel 48LEX New York,8.2,Very good,"€470
€",(994 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Time New York,8.0,Very good,"€472
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Wingate by Wyndham New York Midtown South/5th Ave,8.2,Very good,"€480
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Courtyard by Marriott New York Manhattan/Midtown West,9.0,Wonderful,"€534
€",(725 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The James New York - NoMad,8.4,Very good,"€626
€","(1,002 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Cloud One New York-Downtown,8.4,Very good,"€399
€",(98 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Benjamin Royal Sonesta New York,8.8,Excellent,"€612
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hyatt Grand Central New York,7.8,Good,"€633
€","(1,780 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Warwick New York,8.0,Very good,"€595
€","(1,214 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Arlo NoMad,8.0,Very good,"€574
€","(1,599 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Mondrian Park Avenue,7.4,Good,"€476
€","(1,001 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
SpringHill Suites by Marriott New York Midtown Manhattan/Park Avenue,8.8,Excellent,"€452
€",(83 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Paramount Times Square,7.2,Good,"€405
€","(1,005 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Royalton Park Avenue,8.2,Very good,"€550
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Holiday Inn Express & Suites Woodside Queens NYC, an IHG Hotel",9.0,Wonderful,"€424
€",(223 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Hilton Club The Quin New York,8.6,Excellent,"€693
€","(1,002 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Residence Inn by Marriott New York Manhattan/Midtown East,9.0,Wonderful,"€498
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Executive Hotel Le Soleil New York,8.6,Excellent,"€512
€","(1,796 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
The Belvedere Hotel,8.6,Excellent,"€519
€","(2,279 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
M Social Hotel Times Square New York,8.8,Excellent,"€679
€","(2,898 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€452
€","(1,000 reviews)",2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€388
€",(999 reviews),2023-03-25-2023-03-27,2023-03-22,2 nights,3.0
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",9.0,Wonderful,"€868
€","(1,003 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hotel 32 32,8.0,Very good,"€701
€","(1,294 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"InterContinental New York Barclay, an IHG Hotel",8.6,Excellent,"€912
€","(1,002 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Moxy NYC Times Square,8.4,Very good,"€577
€","(1,119 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
citizenM New York Bowery,9.2,Wonderful,"€640
€","(1,263 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"PUBLIC, an Ian Schrager hotel",8.0,Very good,"€1,080","(1,477 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"The Langham, New York, Fifth Avenue",9.4,Exceptional,"€1,496","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Lombardy Hotel,8.8,Excellent,"€841
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Moxy NYC Times Square,8.4,Very good,"€577
€","(1,119 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Lotte New York Palace,8.8,Excellent,"€1,260","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"voco Times Square South, an IHG Hotel",8.4,Very good,"€655
€",(441 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hilton Garden Inn New York/West 35th Street,9.0,Wonderful,"€711
€","(1,014 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hyatt Grand Central New York,7.8,Good,"€681
€","(1,780 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Doubletree by Hilton New York Times Square South,8.4,Very good,"€605
€","(2,170 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hyatt Place New York Midtown South,8.6,Excellent,"€754
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Sheraton Tribeca New York Hotel,8.2,Very good,"€542
€","(1,003 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Virgin Hotels New York City,8.8,Excellent,"€957
€",(17 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
HGU New York,8.0,Very good,"€647
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Shoreham Hotel,7.8,Good,"€518
€",(999 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Fairfield Inn by Marriott New York Manhattan/Times Square,8.0,Very good,"€624
€",(998 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Pod Times Square,8.6,Excellent,"€507
€","(2,799 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Element New York Times Square West,7.8,Good,"€645
€",(999 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Courtyard New York Manhattan/Times Square West,8.8,Excellent,"€838
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
World Center Hotel,8.6,Excellent,"€535
€","(1,317 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Radio Hotel,8.8,Excellent,"€458
€",(385 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Archer Hotel New York,9.0,Wonderful,"€889
€","(1,002 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"Club Quarters Hotel, World Trade Center",8.6,Excellent,"€535
€","(1,111 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Arlo Midtown,9.2,Wonderful,"€928
€","(3,230 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Royal Hotel Bronx,Uknown,Uknown,"€326
€",Uknown,2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Sofitel New York,8.8,Excellent,"€911
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Westin New York at Times Square,8.6,Excellent,"€1,317","(2,183 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Shelburne Sonesta New York,8.2,Very good,"€660
€","(1,004 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
DoubleTree by Hilton New York City - Chelsea,7.6,Good,"€563
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Courtyard by Marriott New York Downtown Manhattan/Financial District,7.6,Good,"€504
€",(412 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"Club Quarters Hotel, Grand Central",8.2,Very good,"€614
€","(1,163 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hyatt Place New York City/Times Square,7.8,Good,"€678
€","(1,159 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Residence Inn by Marriott New York Manhattan/Times Square,8.6,Excellent,"€738
€",(998 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Truss Hotel Times Square,8.0,Very good,"€650
€",(562 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hilton New York Fashion District,8.0,Very good,"€626
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Walker Hotel Tribeca,8.6,Excellent,"€688
€",(379 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Loews Regency New York Hotel,8.8,Excellent,"€1,371",(999 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Kixby,8.8,Excellent,"€805
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.8,Excellent,"€565
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hotel Boutique at Grand Central,8.4,Very good,"€614
€","(1,003 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hampton Inn Manhattan/Times Square Central,8.6,Excellent,"€612
€","(1,337 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Ameritania Hotel at Times Square,8.4,Very good,"€720
€","(1,240 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Sofitel New York,8.8,Excellent,"€911
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Towers at Lotte New York Palace,9.2,Wonderful,"€1,752",(454 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€624
€","(2,577 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"Holiday Inn Express Maspeth, an IHG Hotel",8.2,Very good,"€486
€",(997 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Broadway Plaza Hotel,8.8,Excellent,"€624
€","(1,148 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Renaissance New York Midtown Hotel,9.2,Wonderful,"€830
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Fairfield Inn by Marriott New York Manhattan/Fifth Avenue,8.4,Very good,"€586
€",(997 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Manhattan Club,8.6,Excellent,"€796
€",(999 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"Holiday Inn New York City - Times Square, an IHG Hotel",7.8,Good,"€525
€","(1,113 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The New Yorker A Wyndham Hotel,8.0,Very good,"€624
€","(2,577 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Park Terrace Hotel,9.2,Wonderful,"€1,037","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Sheraton LaGuardia East Hotel,7.8,Good,"€593
€",(684 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
TownePlace Suites by Marriott New York Brooklyn,8.6,Excellent,"€887
€",(89 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"Holiday Inn Manhattan 6th Ave - Chelsea, an IHG Hotel",7.2,Good,"€523
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Four Points By Sheraton New York Downtown,7.4,Good,"€559
€","(1,002 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Soho Grand Hotel,8.8,Excellent,"€1,042","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Thompson Central Park - New York,9.0,Wonderful,"€1,304",(88 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
"Club Quarters, Times Square - Midtown",8.4,Very good,"€700
€","(1,778 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Aloft Manhattan Downtown - Financial District,8.0,Very good,"€469
€",(999 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
The Marlton Hotel,9.0,Wonderful,"€869
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Four Points by Sheraton Midtown-Times Square,8.4,Very good,"€634
€","(1,003 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
citizenM New York Times Square,9.0,Wonderful,"€870
€","(1,236 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Arlo SoHo,8.2,Very good,"€769
€","(1,323 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
SpringHill Suites by Marriott New York Manhattan/Chelsea,8.6,Excellent,"€671
€",(147 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
NobleDEN Hotel,9.4,Exceptional,"€726
€","(1,000 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Omni Berkshire Place,9.0,Wonderful,"€945
€","(1,002 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Ace Hotel New York,8.2,Very good,"€766
€","(1,004 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
TownePlace Suites by Marriott New York Manhattan,8.6,Excellent,"€623
€",(743 reviews),2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hilton Club The Quin New York,8.6,Excellent,"€985
€","(1,002 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
Hilton Garden Inn New York/Midtown Park Ave,8.4,Very good,"€594
€","(1,001 reviews)",2023-03-25-2023-03-28,2023-03-22,3 nights,3.0
